outbreak_type,causative_agent,start,end,institution,duration
Respiratory,Coronavirus,2022-08-07,2022-08-29,Retirement Home,22
Respiratory,Coronavirus,2022-08-06,2022-08-15,Acute Care,9
Respiratory,Coronavirus,2022-08-05,2022-08-15,Psychiatric,10
Respiratory,Coronavirus,2022-08-05,2022-08-16,Acute Care,11
Respiratory,Coronavirus,2022-08-04,2022-08-14,Acute Care,10
Respiratory,Coronavirus,2022-08-04,2022-08-14,Chronic Care,10
Respiratory,Coronavirus,2022-08-04,2022-08-31,LTCH,27
Respiratory,Coronavirus,2022-08-03,2022-08-22,LTCH,19
Respiratory,Coronavirus,2022-08-03,2022-09-04,LTCH,32
Respiratory,Coronavirus,2022-08-02,2022-08-15,Retirement Home,13
Respiratory,Coronavirus,2022-08-02,2022-08-13,LTCH,11
Respiratory,Coronavirus,2022-08-02,2022-08-10,Retirement Home,8
Respiratory,Coronavirus,2022-08-01,2022-08-22,LTCH,21
Respiratory,Coronavirus,2022-08-01,2022-08-19,Chronic Care,18
Respiratory,Coronavirus,2022-08-01,2022-08-11,Chronic Care,10
Respiratory,Coronavirus,2022-08-01,2022-09-02,Chronic Care,32
Respiratory,Coronavirus,2022-07-31,2022-08-06,Acute Care,6
Respiratory,Coronavirus,2022-07-30,2022-08-15,LTCH,16
Respiratory,Coronavirus,2022-07-29,2022-08-26,LTCH,28
Respiratory,Coronavirus,2022-07-29,2022-08-15,LTCH,17
Respiratory,Coronavirus,2022-07-29,2022-08-15,Acute Care,17
Respiratory,Coronavirus,2022-07-29,2022-08-09,Retirement Home,11
Respiratory,Coronavirus,2022-07-29,2022-08-15,LTCH,17
Respiratory,Coronavirus,2022-07-28,2022-08-13,LTCH,16
Respiratory,Coronavirus,2022-07-28,2022-08-15,LTCH,18
Respiratory,Coronavirus,2022-07-28,2022-08-11,Acute Care,14
Respiratory,Coronavirus,2022-07-27,2022-08-01,Chronic Care,5
Respiratory,Coronavirus,2022-07-27,2022-08-06,Chronic Care,10
Respiratory,Coronavirus,2022-07-27,2022-08-19,LTCH,23
Respiratory,Coronavirus,2022-07-27,2022-09-17,LTCH,52
Respiratory,Coronavirus,2022-07-26,2022-08-26,LTCH,31
Respiratory,Coronavirus,2022-07-26,2022-08-06,Acute Care,11
Respiratory,Coronavirus,2022-07-26,2022-08-07,LTCH,12
Respiratory,Coronavirus,2022-07-25,2022-08-19,LTCH,25
Respiratory,Coronavirus,2022-07-25,2022-08-05,Chronic Care,11
Respiratory,Coronavirus,2022-07-25,2022-08-09,LTCH,15
Respiratory,Coronavirus,2022-07-25,2022-08-07,Chronic Care,13
Respiratory,Coronavirus,2022-07-25,2022-08-15,Retirement Home,21
Respiratory,Coronavirus,2022-07-25,2022-08-16,Acute Care,22
Respiratory,Coronavirus,2022-07-25,2022-08-09,Acute Care,15
Respiratory,Coronavirus,2022-07-24,2022-08-09,Chronic Care,16
Respiratory,Coronavirus,2022-07-23,2022-08-12,Retirement Home,20
Respiratory,Coronavirus,2022-07-22,2022-08-19,LTCH,28
Respiratory,Coronavirus,2022-07-22,2022-08-01,Acute Care,10
Respiratory,Coronavirus,2022-07-22,2022-08-06,Chronic Care,15
Respiratory,Coronavirus,2022-07-22,2022-08-05,Acute Care,14
Respiratory,Coronavirus,2022-07-22,2022-09-21,LTCH,61
Respiratory,Coronavirus,2022-07-22,2022-07-31,Acute Care,9
Respiratory,Coronavirus,2022-07-21,2022-08-15,Retirement Home,25
Respiratory,Coronavirus,2022-07-21,2022-08-03,LTCH,13
Respiratory,Coronavirus,2022-07-21,2022-08-03,Acute Care,13
Respiratory,Coronavirus,2022-07-21,2022-08-02,Acute Care,12
Respiratory,Coronavirus,2022-07-21,2022-08-15,LTCH,25
Respiratory,Coronavirus,2022-07-20,2022-09-06,Retirement Home,48
Respiratory,Coronavirus,2022-07-20,2022-07-29,Acute Care,9
Respiratory,Coronavirus,2022-07-20,2022-08-06,Acute Care,17
Respiratory,Coronavirus,2022-07-20,2022-07-31,Acute Care,11
Enteric,Unknown,2022-07-20,2022-08-05,LTCH,16
Respiratory,Coronavirus,2022-07-20,2022-07-31,Retirement Home,11
Respiratory,Coronavirus,2022-07-20,2022-08-02,Acute Care,13
Respiratory,Coronavirus,2022-07-19,2022-08-09,LTCH,21
Respiratory,Coronavirus,2022-07-19,2022-08-16,Retirement Home,28
Respiratory,Coronavirus,2022-07-19,2022-08-10,LTCH,22
Other,CPE,2022-07-19,2022-09-14,Acute Care,57
Respiratory,Coronavirus,2022-07-19,2022-07-31,Chronic Care,12
Respiratory,Coronavirus,2022-07-19,2022-08-08,Retirement Home,20
Respiratory,Coronavirus,2022-07-19,2022-08-15,LTCH,27
Respiratory,Coronavirus,2022-07-19,2022-08-01,Chronic Care,13
Respiratory,Coronavirus,2022-07-19,2022-07-29,LTCH,10
Respiratory,Coronavirus,2022-07-18,2022-08-04,Psychiatric,17
Respiratory,Coronavirus,2022-07-18,2022-08-17,Retirement Home,30
Respiratory,Coronavirus,2022-07-18,2022-08-02,Retirement Home,15
Respiratory,Coronavirus,2022-07-18,2022-09-26,LTCH,70
Respiratory,Coronavirus,2022-07-18,2022-08-25,LTCH,38
Respiratory,Coronavirus,2022-07-18,2022-08-17,Chronic Care,30
Respiratory,Coronavirus,2022-07-18,2022-07-26,Acute Care,8
Respiratory,Coronavirus,2022-07-17,2022-07-28,LTCH,11
Respiratory,Coronavirus,2022-07-17,2022-07-28,LTCH,11
Respiratory,Coronavirus,2022-07-17,2022-07-31,LTCH,14
Respiratory,Coronavirus,2022-07-16,2022-08-02,LTCH,17
Respiratory,Coronavirus,2022-07-16,2022-08-15,LTCH,30
Respiratory,Coronavirus,2022-07-16,2022-08-04,LTCH,19
Respiratory,Coronavirus,2022-07-15,2022-08-06,LTCH,22
Respiratory,Coronavirus,2022-07-15,2022-07-26,Acute Care,11
Respiratory,Coronavirus,2022-07-15,2022-09-06,LTCH,53
Respiratory,Coronavirus,2022-07-15,2022-08-04,Acute Care,20
Respiratory,Coronavirus,2022-07-14,2022-07-28,Acute Care,14
Respiratory,Coronavirus,2022-07-14,2022-07-29,Chronic Care,15
Respiratory,Coronavirus,2022-07-14,2022-09-16,Retirement Home,64
Respiratory,Coronavirus,2022-07-14,2022-07-29,Chronic Care,15
Respiratory,Coronavirus,2022-07-14,2022-07-26,Acute Care,12
Respiratory,Coronavirus,2022-07-13,2022-07-29,LTCH,16
Respiratory,Coronavirus,2022-07-13,2022-07-25,Acute Care,12
Respiratory,Coronavirus,2022-07-13,2022-08-05,LTCH,23
Respiratory,Coronavirus,2022-07-13,2022-07-25,LTCH,12
Respiratory,Coronavirus,2022-07-13,2022-07-29,Retirement Home,16
Respiratory,Coronavirus,2022-07-13,2022-08-02,LTCH,20
Respiratory,Coronavirus,2022-07-12,2022-08-12,LTCH,31
Respiratory,Coronavirus,2022-07-12,2022-08-09,LTCH,28
Respiratory,Coronavirus,2022-07-12,2022-07-22,Chronic Care,10
Respiratory,Coronavirus,2022-07-12,2022-08-02,Retirement Home,21
Respiratory,Coronavirus,2022-07-12,2022-07-28,Acute Care,16
Respiratory,Coronavirus,2022-07-12,2022-08-16,LTCH,35
Respiratory,Coronavirus,2022-07-12,2022-08-03,LTCH,22
Respiratory,Coronavirus,2022-07-12,2022-08-07,Acute Care,26
Respiratory,Coronavirus,2022-07-12,2022-07-27,LTCH,15
Respiratory,Coronavirus,2022-07-11,2022-08-29,LTCH,49
Respiratory,Coronavirus,2022-07-11,2022-08-01,LTCH,21
Respiratory,Coronavirus,2022-07-11,2022-07-29,LTCH,18
Respiratory,Coronavirus,2022-07-11,2022-08-15,LTCH,35
Respiratory,Coronavirus,2022-07-10,2022-08-03,Retirement Home,24
Respiratory,Coronavirus,2022-07-10,2022-08-14,LTCH,35
Respiratory,Coronavirus,2022-07-09,2022-07-25,Retirement Home,16
Respiratory,Coronavirus,2022-07-07,2022-08-10,Retirement Home,34
Respiratory,Coronavirus,2022-07-07,2022-07-25,LTCH,18
Respiratory,Coronavirus,2022-07-07,2022-07-22,Chronic Care,15
Respiratory,Coronavirus,2022-07-07,2022-08-02,Acute Care,26
Respiratory,Coronavirus,2022-07-07,2022-07-29,Acute Care,22
Respiratory,Coronavirus,2022-07-07,2022-07-18,Acute Care,11
Respiratory,Coronavirus,2022-07-07,2022-08-06,LTCH,30
Respiratory,Coronavirus,2022-07-06,2022-08-10,Retirement Home,35
Respiratory,Coronavirus,2022-07-06,2022-08-18,LTCH,43
Respiratory,Coronavirus,2022-07-06,2022-08-03,Acute Care,28
Respiratory,Rhinovirus,2022-07-06,2022-07-15,LTCH,9
Respiratory,Coronavirus,2022-07-05,2022-07-25,LTCH,20
Respiratory,Coronavirus,2022-07-05,2022-07-21,LTCH,16
Respiratory,Coronavirus,2022-07-05,2022-08-13,LTCH,39
Respiratory,Coronavirus,2022-07-05,2022-07-18,Acute Care,13
Respiratory,Coronavirus,2022-07-05,2022-08-02,LTCH,28
Respiratory,Rhinovirus,2022-07-05,2022-07-16,LTCH,11
Respiratory,Coronavirus,2022-07-05,2022-07-14,Acute Care,9
Respiratory,Coronavirus,2022-07-04,2022-07-29,Psychiatric,25
Respiratory,Coronavirus,2022-07-04,2022-09-06,LTCH,64
Respiratory,Metapneumovirus,2022-07-04,2022-07-15,LTCH,11
Respiratory,Coronavirus,2022-07-04,2022-08-09,Retirement Home,36
Respiratory,Coronavirus,2022-07-04,2022-08-09,LTCH,36
Respiratory,Coronavirus,2022-07-04,2022-07-31,Retirement Home,27
Respiratory,Coronavirus,2022-07-04,2022-07-25,LTCH,21
Respiratory,Metapneumovirus,2022-07-04,2022-07-20,LTCH,16
Respiratory,Coronavirus,2022-07-04,2022-07-18,Retirement Home,14
Respiratory,Coronavirus,2022-07-04,2022-08-03,LTCH,30
Respiratory,Coronavirus,2022-07-03,2022-08-16,LTCH,44
Respiratory,Coronavirus,2022-07-03,2022-07-20,LTCH,17
Respiratory,Coronavirus,2022-07-02,2022-08-09,LTCH,38
Respiratory,Coronavirus,2022-07-01,2022-08-30,LTCH,60
Respiratory,Coronavirus,2022-07-01,2022-07-11,Chronic Care,10
Respiratory,Coronavirus,2022-07-01,2022-08-04,Chronic Care,34
Respiratory,Rhinovirus,2022-06-30,2022-07-05,LTCH,5
Respiratory,Coronavirus,2022-06-30,2022-09-15,LTCH,77
Respiratory,Coronavirus,2022-06-30,2022-07-10,Acute Care,10
Respiratory,Coronavirus,2022-06-29,2022-07-05,Psychiatric,6
Respiratory,Coronavirus,2022-06-29,2022-08-08,LTCH,40
Respiratory,Coronavirus,2022-06-29,2022-07-22,LTCH,23
Respiratory,Coronavirus,2022-06-29,2022-09-14,LTCH,77
Respiratory,Coronavirus,2022-06-29,2022-07-12,Acute Care,13
Respiratory,Rhinovirus,2022-06-29,2022-07-11,Retirement Home,12
Respiratory,Coronavirus,2022-06-29,2022-07-06,LTCH,7
Respiratory,Coronavirus,2022-06-28,2022-07-15,Chronic Care,17
Respiratory,Coronavirus,2022-06-28,2022-07-25,LTCH,27
Respiratory,Coronavirus,2022-06-27,2022-08-06,Retirement Home,40
Respiratory,Coronavirus,2022-06-27,2022-07-18,LTCH,21
Respiratory,Coronavirus,2022-06-27,2022-08-10,LTCH,44
Respiratory,Rhinovirus,2022-06-26,2022-07-18,LTCH,22
Respiratory,Coronavirus,2022-06-25,2022-07-22,LTCH,27
Respiratory,Coronavirus,2022-06-25,2022-07-11,Retirement Home,16
Respiratory,Coronavirus,2022-06-24,2022-07-22,LTCH,28
Respiratory,Coronavirus,2022-06-24,2022-07-16,Acute Care,22
Respiratory,Coronavirus,2022-06-24,2022-07-05,Acute Care,11
Respiratory,Coronavirus,2022-06-23,2022-07-15,Retirement Home,22
Respiratory,Coronavirus,2022-06-23,2022-07-04,Chronic Care,11
Respiratory,Coronavirus,2022-06-20,2022-07-11,LTCH,21
Respiratory,Coronavirus,2022-06-19,2022-06-28,Psychiatric,9
Respiratory,Coronavirus,2022-06-18,2022-07-03,LTCH,15
Respiratory,Coronavirus,2022-06-18,2022-07-29,LTCH,41
Enteric,Unknown,2022-06-18,2022-06-29,LTCH,11
Respiratory,Coronavirus,2022-06-17,2022-06-28,Retirement Home,11
Respiratory,Coronavirus,2022-06-17,2022-08-22,LTCH,66
Respiratory,Coronavirus,2022-06-16,2022-06-29,Acute Care,13
Respiratory,Coronavirus,2022-06-16,2022-06-26,LTCH,10
Respiratory,Coronavirus,2022-06-15,2022-09-03,LTCH,80
Respiratory,Coronavirus,2022-06-15,2022-07-05,Acute Care,20
Respiratory,Coronavirus,2022-06-14,2022-07-01,LTCH,17
Respiratory,Coronavirus,2022-06-14,2022-07-09,LTCH,25
Respiratory,Influenza,2022-06-13,2022-07-12,LTCH,29
Respiratory,Rhinovirus,2022-06-13,2022-06-24,Acute Care,11
Respiratory,Rhinovirus,2022-06-13,2022-06-22,LTCH,9
Respiratory,Coronavirus,2022-06-13,2022-06-21,LTCH,8
Respiratory,Coronavirus,2022-06-11,2022-08-08,LTCH,58
Respiratory,Coronavirus,2022-06-10,2022-08-15,LTCH,66
Respiratory,Coronavirus,2022-06-09,2022-06-22,LTCH,13
Respiratory,Coronavirus,2022-06-09,2022-06-21,Acute Care,12
Respiratory,Coronavirus,2022-06-08,2022-06-17,LTCH,9
Respiratory,Coronavirus,2022-06-08,2022-08-04,LTCH,57
Respiratory,Rhinovirus,2022-06-07,2022-06-16,LTCH,9
Respiratory,Coronavirus,2022-06-06,2022-07-11,LTCH,35
Respiratory,Unknown,2022-06-06,2022-06-15,LTCH,9
Respiratory,Coronavirus,2022-06-06,2022-06-17,Acute Care,11
Respiratory,Coronavirus,2022-06-06,2022-06-21,Chronic Care,15
Respiratory,Coronavirus,2022-06-04,2022-06-14,LTCH,10
Respiratory,Coronavirus,2022-06-02,2022-06-15,LTCH,13
Respiratory,Coronavirus,2022-06-02,2022-06-26,Chronic Care,24
Respiratory,RSV,2022-06-01,2022-06-07,Retirement Home,6
Respiratory,Coronavirus,2022-06-01,2022-06-09,LTCH,8
Respiratory,Coronavirus,2022-06-01,2022-06-19,LTCH,18
Respiratory,Coronavirus,2022-05-31,2022-06-10,Psychiatric,10
Respiratory,Coronavirus,2022-05-31,2022-06-13,Retirement Home,13
Respiratory,Coronavirus,2022-05-31,2022-07-15,LTCH,45
Respiratory,Coronavirus,2022-05-30,2022-06-23,Retirement Home,24
Respiratory,Coronavirus,2022-05-30,2022-06-25,LTCH,26
Respiratory,Coronavirus,2022-05-28,2022-06-07,Chronic Care,10
Respiratory,Coronavirus,2022-05-28,2022-06-07,Acute Care,10
Respiratory,Coronavirus,2022-05-27,2022-06-08,LTCH,12
Respiratory,Coronavirus,2022-05-27,2022-06-17,Retirement Home,21
Respiratory,Coronavirus,2022-05-27,2022-06-06,LTCH,10
Respiratory,Coronavirus,2022-05-27,2022-08-07,LTCH,72
Respiratory,Coronavirus,2022-05-27,2022-06-21,LTCH,25
Respiratory,Coronavirus,2022-05-26,2022-06-13,LTCH,18
Respiratory,Coronavirus,2022-05-26,2022-06-06,LTCH,11
Respiratory,Coronavirus,2022-05-26,2022-07-13,LTCH,48
Respiratory,Coronavirus,2022-05-25,2022-06-12,LTCH,18
Respiratory,Coronavirus,2022-05-24,2022-06-20,Retirement Home,27
Respiratory,Coronavirus,2022-05-24,2022-06-02,LTCH,9
Respiratory,Coronavirus,2022-05-24,2022-06-02,LTCH,9
Respiratory,Coronavirus,2022-05-23,2022-06-06,Retirement Home,14
Respiratory,Coronavirus,2022-05-23,2022-06-03,Acute Care,11
Respiratory,Coronavirus,2022-05-22,2022-06-02,LTCH,11
Respiratory,Coronavirus,2022-05-22,2022-06-06,Acute Care,15
Respiratory,Coronavirus,2022-05-22,2022-06-07,Acute Care,16
Respiratory,Coronavirus,2022-05-22,2022-05-31,Acute Care,9
Respiratory,Coronavirus,2022-05-21,2022-05-31,LTCH,10
Respiratory,Coronavirus,2022-05-21,2022-06-06,Retirement Home,16
Respiratory,Coronavirus,2022-05-20,2022-06-02,LTCH,13
Respiratory,Coronavirus,2022-05-20,2022-06-10,LTCH,21
Respiratory,Coronavirus,2022-05-19,2022-08-24,LTCH,97
Respiratory,Coronavirus,2022-05-19,2022-06-02,LTCH,14
Respiratory,Coronavirus,2022-05-18,2022-05-28,LTCH,10
Respiratory,Coronavirus,2022-05-18,2022-05-27,Acute Care,9
Respiratory,Coronavirus,2022-05-17,2022-05-27,Chronic Care,10
Respiratory,Coronavirus,2022-05-17,2022-06-02,Chronic Care,16
Respiratory,Coronavirus,2022-05-16,2022-05-27,Retirement Home,11
Respiratory,Coronavirus,2022-05-16,2022-05-21,Acute Care,5
Respiratory,Coronavirus,2022-05-16,2022-06-03,LTCH,18
Respiratory,Coronavirus,2022-05-15,2022-06-04,LTCH,20
Respiratory,Coronavirus,2022-05-15,2022-06-13,LTCH,29
Respiratory,Coronavirus,2022-05-15,2022-05-22,Acute Care,7
Respiratory,Coronavirus,2022-05-13,2022-05-25,LTCH,12
Respiratory,Coronavirus,2022-05-13,2022-05-31,LTCH,18
Respiratory,Coronavirus,2022-05-13,2022-05-30,LTCH,17
Respiratory,Coronavirus,2022-05-13,2022-05-24,Chronic Care,11
Respiratory,Coronavirus,2022-05-13,2022-05-30,LTCH,17
Respiratory,Coronavirus,2022-05-13,2022-05-24,LTCH,11
Respiratory,Coronavirus,2022-05-12,2022-06-02,LTCH,21
Respiratory,Coronavirus,2022-05-11,2022-05-26,Chronic Care,15
Respiratory,Coronavirus,2022-05-11,2022-05-26,Retirement Home,15
Respiratory,Coronavirus,2022-05-11,2022-05-22,LTCH,11
Respiratory,Influenza,2022-05-11,2022-05-20,LTCH,9
Respiratory,Coronavirus,2022-05-11,2022-05-26,Acute Care,15
Respiratory,Coronavirus,2022-05-10,2022-05-24,Retirement Home,14
Respiratory,Coronavirus,2022-05-10,2022-05-19,LTCH,9
Respiratory,Coronavirus,2022-05-10,2022-05-18,Retirement Home,8
Respiratory,Coronavirus,2022-05-10,2022-05-27,Chronic Care,17
Respiratory,Coronavirus,2022-05-10,2022-05-19,LTCH,9
Respiratory,Coronavirus,2022-05-10,2022-06-02,LTCH,23
Respiratory,Coronavirus,2022-05-10,2022-05-20,Acute Care,10
Respiratory,Coronavirus,2022-05-10,2022-05-26,Acute Care,16
Respiratory,Coronavirus,2022-05-10,2022-06-05,LTCH,26
Respiratory,Coronavirus,2022-05-09,2022-05-22,LTCH,13
Respiratory,Coronavirus,2022-05-09,2022-05-25,Retirement Home,16
Respiratory,Coronavirus,2022-05-09,2022-05-31,Retirement Home,22
Respiratory,Coronavirus,2022-05-08,2022-05-30,LTCH,22
Respiratory,Coronavirus,2022-05-08,2022-05-24,Retirement Home,16
Respiratory,Coronavirus,2022-05-08,2022-05-15,Chronic Care,7
Respiratory,Coronavirus,2022-05-07,2022-06-04,LTCH,28
Respiratory,Coronavirus,2022-05-06,2022-05-28,Chronic Care,22
Respiratory,Coronavirus,2022-05-06,2022-05-16,Psychiatric,10
Respiratory,Coronavirus,2022-05-06,2022-05-24,LTCH,18
Respiratory,Coronavirus,2022-05-06,2022-06-29,LTCH,54
Respiratory,Coronavirus,2022-05-06,2022-06-10,Acute Care,35
Respiratory,Coronavirus,2022-05-05,2022-05-22,Chronic Care,17
Respiratory,Coronavirus,2022-05-05,2022-06-13,LTCH,39
Respiratory,Coronavirus,2022-05-05,2022-05-30,LTCH,25
Respiratory,Coronavirus,2022-05-05,2022-05-24,Retirement Home,19
Respiratory,Coronavirus,2022-05-04,2022-05-27,Transitional Care,23
Respiratory,Coronavirus,2022-05-04,2022-05-27,LTCH,23
Enteric,Unknown,2022-05-04,2022-05-20,LTCH,16
Respiratory,Coronavirus,2022-05-04,2022-05-23,Chronic Care,19
Respiratory,Coronavirus,2022-05-04,2022-06-09,LTCH,36
Respiratory,Metapneumovirus,2022-05-03,2022-05-20,LTCH,17
Respiratory,Coronavirus,2022-05-03,2022-05-17,LTCH,14
Respiratory,Coronavirus,2022-05-03,2022-05-12,Acute Care,9
Respiratory,Coronavirus,2022-05-03,2022-05-09,LTCH,6
Respiratory,Coronavirus,2022-05-02,2022-05-23,Retirement Home,21
Respiratory,Coronavirus,2022-05-02,2022-05-24,Retirement Home,22
Respiratory,Coronavirus,2022-05-01,2022-05-24,Chronic Care,23
Respiratory,Coronavirus,2022-04-30,2022-06-24,LTCH,55
Respiratory,Coronavirus,2022-04-29,2022-05-10,Transitional Care,11
Respiratory,Coronavirus,2022-04-29,2022-05-25,Retirement Home,26
Respiratory,Coronavirus,2022-04-29,2022-05-16,LTCH,17
Respiratory,Coronavirus,2022-04-29,2022-05-10,Chronic Care,11
Respiratory,Coronavirus,2022-04-29,2022-05-12,Acute Care,13
Respiratory,Coronavirus,2022-04-28,2022-05-25,LTCH,27
Respiratory,Coronavirus,2022-04-28,2022-05-12,Acute Care,14
Respiratory,Coronavirus,2022-04-28,2022-05-09,Acute Care,11
Respiratory,Coronavirus,2022-04-28,2022-06-04,LTCH,37
Respiratory,Coronavirus,2022-04-27,2022-05-08,Acute Care,11
Respiratory,Coronavirus,2022-04-27,2022-05-16,Retirement Home,19
Respiratory,Coronavirus,2022-04-26,2022-05-28,Retirement Home,32
Respiratory,Unknown,2022-04-26,2022-05-12,Retirement Home,16
Respiratory,Coronavirus,2022-04-26,2022-06-13,LTCH,48
Respiratory,Coronavirus,2022-04-26,2022-05-06,LTCH,10
Respiratory,Coronavirus,2022-04-25,2022-05-18,Psychiatric,23
Respiratory,Coronavirus,2022-04-25,2022-05-05,LTCH,10
Respiratory,Coronavirus,2022-04-25,2022-05-12,LTCH,17
Respiratory,Coronavirus,2022-04-25,2022-05-04,Acute Care,9
Respiratory,Coronavirus,2022-04-24,2022-05-07,Psychiatric,13
Respiratory,Coronavirus,2022-04-24,2022-05-10,LTCH,16
Respiratory,Coronavirus,2022-04-24,2022-05-03,LTCH,9
Respiratory,Coronavirus,2022-04-24,2022-05-06,Acute Care,12
Enteric,Unknown,2022-04-24,2022-05-06,LTCH,12
Respiratory,Coronavirus,2022-04-23,2022-05-07,Retirement Home,14
Respiratory,Coronavirus,2022-04-23,2022-05-13,Acute Care,20
Respiratory,Coronavirus,2022-04-23,2022-05-06,Chronic Care,13
Respiratory,Coronavirus,2022-04-22,2022-05-05,Retirement Home,13
Respiratory,Rhinovirus,2022-04-22,2022-05-04,LTCH,12
Respiratory,Influenza,2022-04-22,2022-05-05,LTCH,13
Respiratory,Coronavirus,2022-04-22,2022-05-09,Chronic Care,17
Respiratory,Coronavirus,2022-04-21,2022-05-02,LTCH,11
Respiratory,Coronavirus,2022-04-21,2022-05-06,Acute Care,15
Respiratory,Coronavirus,2022-04-21,2022-05-24,Acute Care,33
Respiratory,Coronavirus,2022-04-21,2022-05-05,Acute Care,14
Respiratory,Coronavirus,2022-04-21,2022-05-03,Chronic Care,12
Respiratory,Coronavirus,2022-04-20,2022-05-09,Psychiatric,19
Respiratory,Coronavirus,2022-04-20,2022-05-18,LTCH,28
Respiratory,Coronavirus,2022-04-20,2022-05-17,LTCH,27
Respiratory,Coronavirus,2022-04-20,2022-05-16,LTCH,26
Respiratory,Coronavirus,2022-04-19,2022-05-04,LTCH,15
Respiratory,Coronavirus,2022-04-19,2022-05-06,Psychiatric,17
Respiratory,Coronavirus,2022-04-19,2022-04-25,LTCH,6
Respiratory,Influenza,2022-04-19,2022-05-01,LTCH,12
Respiratory,Coronavirus,2022-04-19,2022-05-14,Retirement Home,25
Respiratory,Coronavirus,2022-04-18,2022-04-28,LTCH,10
Respiratory,Coronavirus,2022-04-18,2022-05-04,Retirement Home,16
Respiratory,Coronavirus,2022-04-18,2022-04-26,Retirement Home,8
Respiratory,Coronavirus,2022-04-18,2022-05-05,Chronic Care,17
Respiratory,Coronavirus,2022-04-17,2022-05-10,Acute Care,23
Respiratory,Coronavirus,2022-04-16,2022-04-29,LTCH,13
Respiratory,Coronavirus,2022-04-16,2022-05-02,Acute Care,16
Respiratory,Coronavirus,2022-04-15,2022-04-27,LTCH,12
Respiratory,Coronavirus,2022-04-15,2022-05-20,Retirement Home,35
Respiratory,Coronavirus,2022-04-14,2022-04-25,Retirement Home,11
Respiratory,Coronavirus,2022-04-14,2022-04-23,Chronic Care,9
Respiratory,Coronavirus,2022-04-14,2022-05-11,Retirement Home,27
Respiratory,Coronavirus,2022-04-14,2022-06-14,LTCH,61
Respiratory,Coronavirus,2022-04-13,2022-04-22,Acute Care,9
Respiratory,Coronavirus,2022-04-13,2022-04-22,LTCH,9
Respiratory,Coronavirus,2022-04-13,2022-04-24,Chronic Care,11
Respiratory,Coronavirus,2022-04-12,2022-04-26,Psychiatric,14
Respiratory,Coronavirus,2022-04-12,2022-06-04,LTCH,53
Respiratory,Coronavirus,2022-04-12,2022-06-09,Retirement Home,58
Respiratory,Coronavirus,2022-04-12,2022-04-25,Chronic Care,13
Respiratory,Coronavirus,2022-04-12,2022-04-30,Acute Care,18
Respiratory,Coronavirus,2022-04-12,2022-06-08,LTCH,57
Respiratory,Coronavirus,2022-04-11,2022-05-18,LTCH,37
Respiratory,Coronavirus,2022-04-11,2022-04-24,Retirement Home,13
Respiratory,Coronavirus,2022-04-11,2022-05-16,Retirement Home,35
Respiratory,Coronavirus,2022-04-11,2022-04-24,Acute Care,13
Respiratory,Coronavirus,2022-04-11,2022-04-30,Acute Care,19
Respiratory,Coronavirus,2022-04-10,2022-04-20,Acute Care,10
Respiratory,Coronavirus,2022-04-10,2022-04-27,Acute Care,17
Respiratory,Coronavirus,2022-04-09,2022-04-18,Acute Care,9
Respiratory,Coronavirus,2022-04-08,2022-05-27,LTCH,49
Respiratory,Coronavirus,2022-04-08,2022-04-27,Retirement Home,19
